"scenename","scenecontent","ep_number"
"Runabout Yangtzee Kiang","LURSA: This is yours.",404
"Runabout Yangtzee Kiang","B'ETOR: 'eH. HImaH!",404
"Runabout Yangtzee Kiang","(The sisters beam out)",404
"Runabout Yangtzee Kiang","KIRA: What is it?",404
"Runabout Yangtzee Kiang","TAHNA: Bajoran independence. ",404
"Runabout Ganges","O'BRIEN: Bird of Prey is moving off and cloaking.",404
"Runabout Ganges","SISKO: Set up an intercept course for the runabout.",404
"Runabout Ganges","O'BRIEN: Intercept in one minute, twelve seconds. ",404
"Ops","DAX: DS Nine to Ganges.",404
"Ops","SISKO [OC]: Ganges.",404
"Ops","DAX: The Cardassian warship Aldara is crossing the border, Benjamin, on an intercept course with the Yangtzee Kiang. They'll enter ",404
"Runabout Ganges","DAX [OC]: Bajoran space in twenty nine seconds.",404
"Runabout Ganges","SISKO: Acknowledged.",404
"Runabout Ganges","O'BRIEN: The Yangtzee's sensors should be picking us up now, sir. ",404
"Runabout Yangtzee Kiang","TAHNA: What is that?",404
"Runabout Yangtzee Kiang","KIRA: It's another runabout.",404
"Runabout Yangtzee Kiang","TAHNA: They must've been waiting for us here. How did they know?",404
"Runabout Yangtzee Kiang","KIRA: We also have got a Cardassian warship three minutes away. The Klingons must have sold us out.",404
"Runabout Yangtzee Kiang","TAHNA: Prepare to engage warp engines.",404
"Runabout Yangtzee Kiang","KIRA: There's nowhere to run, Tahna.",404
"Runabout Yangtzee Kiang","TAHNA: We don't have to go far.",404
"Runabout Yangtzee Kiang","(Kira tries to get a phaser but Tahna hits her.)",404
"Runabout Yangtzee Kiang","TAHNA: I should have know. Now set the course for DS Nine.",404
"Runabout Yangtzee Kiang","KIRA: No.",404
"Runabout Yangtzee Kiang","TAHNA: If you don't, I'll explode the bomb right here and destroy all six colonies on Bajor Eight.",404
"Runabout Yangtzee Kiang","KIRA: You would kill thousands of your own people for this?",404
"Runabout Yangtzee Kiang","TAHNA: The question is whether you would kill them by refusing to set the course. ",404
"Runabout Ganges","O'BRIEN: They've gone to warp.",404
"Runabout Ganges","SISKO: Follow them. Ganges to Yangtzee Kiang. ",404
"Runabout Yangtzee Kiang","SISKO [OC]: Drop out of warp, or we will open fire.",404
"Runabout Yangtzee Kiang","(Tahna puts him bomb together)",404
"Runabout Yangtzee Kiang","SISKO [OC]: Repeat. Reduce your power immediately or we will open fire. TAHNA: I doubt that he'll shoot while his Major is on board. But just in case. This is the voice of the Kohn-Ma. ",404
"Runabout Ganges","TAHNA [OC]: There is an armed bilitrium explosive device on board this ship. ",404
"Runabout Yangtzee Kiang","TAHNA: Fire on us and you will detonate it. ",404
"Runabout Ganges","O'BRIEN: If that device goes off while they're at warp, they'll spread radiation across half the system.",404
"Runabout Ganges","SISKO: He's headed straight back for the station. This is the Federation vessel Ganges to Cardassian warship Aldara.",404
"Runabout Ganges","GUL DANAR [on monitor]: So, we're finally allies, Commander.",404
"Runabout Ganges","SISKO: Gul Danar, the Federation runabout Yangtzee Kiang is carrying an explosive bilitrium device. Can you intercept before it reaches the space station?",404
"Runabout Ganges","GUL DANAR [on monitor]: Our time to intercept is two minutes, fourteen seconds.",404
"Runabout Ganges","O'BRIEN: That's about a minute too late, Commander.",404
"Runabout Ganges","GUL DANAR [on monitor]: If I may take this opportunity to say that I warned you",404
"Runabout Ganges","(Sisko ends the transmission)",404
"Runabout Ganges","SISKO: Can we get them in a tractor beam?",404
"Runabout Ganges","O'BRIEN: Not at these speeds. They have twenty seven seconds on us. We may have to shoot them down, Commander.",404
"Runabout Ganges","SISKO: Ready photons, Chief. We'll fire as soon as they slow to impulse.",404
"Runabout Ganges","O'BRIEN: Aye, sir. ",404
"Runabout Yangtzee Kiang","KIRA: One hundred thousand kilometres to DS Nine. This is your idea of a non-violent solution? You realise there are hundreds of Bajoran civilians aboard the station.",404
"Runabout Yangtzee Kiang","TAHNA: No one's going to be hurt, Kira. Adjust your course to take a vectored approach past the mouth of the wormhole.",404
"Runabout Yangtzee Kiang","KIRA: The wormhole? It's not the space station you're after. You can't possibly believe you can destroy the wormhole with that device?",404
"Runabout Yangtzee Kiang","TAHNA: I don't have to destroy it, just have to collapse the entrance.",404
"Runabout Yangtzee Kiang","KIRA: You're only hurting Bajor by doing this, Tahna.",404
"Runabout Yangtzee Kiang","TAHNA: No more wormhole, no more Federation or Cardassians. Or anyone. Drop out of warp. Now!",404
"Runabout Yangtzee Kiang","(Kira does so, and also a sharp turn to throw Tahna off balance.) ",404
"Runabout Ganges","O'BRIEN: My God, they're going into the wormhole. At full impulse. ",404
"Runabout Yangtzee Kiang","(WHOOSH> Kira and Tahna fight as they travel through the conduit. They're safely through to the other side of the wormhole before he manages to launch the bomb, and it does no damage. Ganges comes out of the wormhole to join them.)",404
"Runabout Yangtzee Kiang","TAHNA: Damn you!",404
"Runabout Yangtzee Kiang","SISKO [OC]: Sisko to Kira. Are you all right, Major?",404
"Runabout Yangtzee Kiang","TAHNA: No, she's not all right, Commander. And if you want her alive you'll do exactly as I say.",404
"Runabout Yangtzee Kiang","SISKO [OC]: Listen to me carefully, Tahna. ",404
"Runabout Ganges","SISKO: You can either surrender now to me or you can wait for the Cardassian warship ",404
"Runabout Yangtzee Kiang","SISKO [OC]: And I can let them deal with you this time. ",404
"Runabout Ganges","SISKO: Your choice. ",404
"Runabout Yangtzee Kiang","(Tahna hands the phaser to Kira)",404
"Runabout Yangtzee Kiang","KIRA: There'll be no further resistance, Commander. ",404
"Airlock","(Kira brings in Tahna, and Odo arrests him)",404
"Airlock","KIRA: Tahna, the old ways don't work anymore. Everything is different now. I had to do this. One day you'll understand.",404
"Airlock","TAHNA: Traitor. ",404
"Airlock"," [Airlock] ",404
