"scenename","scenecontent","ep_number"
"Runabout Rio Grande","KIRA [OC]: You're in business.",401
"Runabout Rio Grande","SISKO: Beginning launch sequence. ",401
"Ops","KIRA: Odo's reached the transport site.",401
"Ops","O'BRIEN: Trying to lock on. I've never done this with a Cardassian transporter. Damn it, what's the problem.",401
"Ops","(He kicks the thing and Odo beams in) KIRA: Nice work, Constable. ",401
"Runabout Rio Grande","DAX: Approaching grid perimeter.",401
"Runabout Rio Grande","SISKO: Slowing to one quarter impulse.",401
"Runabout Rio Grande","DAX: Computer, give me visual bearing two three mark two one seven. Range thirty one hundred kilometres. ",401
"Ops","DAX [OC]: Sensors are picking up unusually high proton counts.",401
"Ops","SISKO [OC]: Setting a new course to those coordinates. ",401
"Runabout Rio Grande","DAX: All external wave intensities are increasing rapidly, but checking. Confirmed. There is no corresponding increase inside the cabin. How is that possible?",401
"Runabout Rio Grande","(The runabout falls into a bright hole in space and starts travelling along an energy tunnel.)",401
"Runabout Rio Grande","SISKO: Sensors are not functioning.",401
"Runabout Rio Grande","DAX: We've lost all contact with the space station. ",401
"Ops","O'BRIEN: Scanners are reading major subspace disruption at their last known coordinates.",401
"Ops","KIRA: What the hell is happening out there?",401
"Ops","O'BRIEN: I don't know. They're just gone. ",401
"Runabout Rio Grande","SISKO: Are your navigational readings going crazy?",401
"Runabout Rio Grande","DAX: I'll recalibrate when I have a moment.",401
"Runabout Rio Grande","SISKO: Take your time.",401
"Runabout Rio Grande","(The runabout comes out into normal space)",401
"Runabout Rio Grande","SISKO: Can you get a fix on our coordinates?",401
"Runabout Rio Grande","DAX: There is a star just under five light years away. No M-class planets Computer, identify closest star system.",401
"Runabout Rio Grande","COMPUTER: Idran, a ternary system consisting of twin O-type companions.",401
"Runabout Rio Grande","SISKO: Idran? That can't be right.",401
"Runabout Rio Grande","DAX: Computer, basis of identification.",401
"Runabout Rio Grande","COMPUTER: Idran is based on the analysis conducted in the twenty-second century by the Quadros-One probe of the Gamma Quadrant.",401
"Runabout Rio Grande","SISKO: The Gamma Quadrant? Seventy thousand light years from Bajor? I'd say we just found our way into a wormhole.",401
"Runabout Rio Grande","DAX: It's not like any wormhole I've ever seen. There were none of the usual resonance waves.",401
"Runabout Rio Grande","SISKO: Could this be how the Orbs found their way into the Bajoran system?",401
"Runabout Rio Grande","DAX: Not an unreasonable hypothesis.",401
"Runabout Rio Grande","SISKO: If it's true, that would mean that this has been here for ten thousand years. Dax, we might have just discovered the first stable wormhole known to exist. Bring us about, Lieutenant.",401
"Runabout Rio Grande","(The wormhole reappears on demand)",401
"Runabout Rio Grande","DAX: I'm modifying the flight programme to compensate for the spatial discontinuities. We should have a smoother ride this time.",401
"Runabout Rio Grande","SISKO: Did you reduce impulse power?",401
"Runabout Rio Grande","DAX: No. Why?",401
"Runabout Rio Grande","SISKO: We're losing velocity.  DAX: Forward velocity down to eighty kph.",401
"Runabout Rio Grande","COMPUTER: Warning. Impulse system overload. Auto shutdown in twelve seconds.",401
"Runabout Rio Grande","SISKO: Disengaging engines.",401
"Runabout Rio Grande","DAX: Velocity at twenty kph. I'm picking up atmosphere.",401
"Runabout Rio Grande","SISKO: Inside a wormhole?",401
"Runabout Rio Grande","DAX: Capable of supporting life. (thud) We've just landed.",401
"Runabout Rio Grande","SISKO: On what? ",401
"Outside the runabout","(Sisko sees a vicious, rocky, lightning-ridden alien planet, but Dax sees they're in a beautiful garden.)",401
"Outside the runabout","DAX: It's beautiful.",401
"Outside the runabout","SISKO: You have a strange eye for beauty, Dax.",401
"Outside the runabout","DAX: You don't think this is one of the most idyllic settings you've ever seen?",401
"Outside the runabout","SISKO: We are standing on a rock face. Do you see the storm?",401
"Outside the runabout","DAX: It's as clear as a summer's day.",401
"Outside the runabout","(An orb is floating nearby)",401
"Outside the runabout","SISKO: You see it, too?",401
"Outside the runabout","DAX: Yes. (gets out a tricorder) Low level ionic pattern. It's probing us.",401
"Outside the runabout","SISKO: Someone's idea of shaking hands, maybe. I am Commander Benjamin Sisko of the United Federation of Planets.",401
"Outside the runabout","(They are both hit with green bolts and thrown back. Both scenes flicker then Dax disappears into the green.)",401
"Outside the runabout","SISKO: Dax!",401
"Outside the runabout","(The ground Sisko is lying on cracks up with bright light coming through and he disappears into ?)",401
"Outside the runabout","(The wormhole opens and an Orb flies out) ",401
"Ops","O'BRIEN: Another neutrino disruption.",401
"Ops","KIRA: Scanners are picking up an object near their last known coordinates. It isn't a ship.",401
"Ops","O'BRIEN: Major, there's something inside it, some kind of lifeform.",401
"Ops","KIRA: Are the Cardassian sensors picking it up?",401
"Ops","O'BRIEN: They should be back online by now. We have to assume they know everything we know.",401
"Ops","KIRA: Yellow alert. Secure Ops. Beam it aboard, Mister O'Brien, but put it in a level one security field.",401
"Ops","O'BRIEN: Aye, sir. Locking on.",401
"Ops","(The orb is beamed in. That disappears to reveal Dax.) ",401
"Limbo","(Meanwhile, Sisko is in a white nowhere listening to a heartbeat and seeing flashes from his past.)",401
"Limbo","Jennifer on the beach.",401
"Limbo","A baseball landing in a catcher's mitt.",401
"Limbo","Kai Opaka.",401
"Limbo","Locutus on a viewscreen.",401
"Limbo","SISKO: Who are you?",401
"Limbo","Jennifer and Sisko kissing.",401
"Limbo","A newborn baby.",401
"Limbo","Jake fishing. Doran on the Saratoga.",401
"Limbo","SISKO: Who are you? ",401
"Beach","JENNIFER: It is corporeal. A physical entity.",401
"Beach","SISKO: What? What did you say? ",401
"Observation lounge","PICARD: It is responding to visual and auditory stimuli. Linguistic communication.",401
"Observation lounge","SISKO: Yes, linguistic communication. Are you capable of communicating with me? ",401
"Bajor Monastery","OPAKA: What are you?",401
"Bajor Monastery","SISKO: My species is known as human. I come from a planet called Earth. ",401
"Fishing pond","JAKE: Earth?",401
"Fishing pond","SISKO: This is what my planet looks like. You and I are very different species. It will take time for us to understand one another.",401
"Fishing pond","JAKE: What is this time? ",401
"Fishing pond","First Officer's log, stardate 46392.7. We're preparing to launch a rescue mission to find Commander Sisko, but first our navigational sensors must be recalibrated to work under the conditions reported by Lieutenant Dax. ",401
"Ops","DAX: It is no ordinary wormhole. My analysis suggests that it isn't even a natural phenomenon.",401
"Ops","BASHIR: Not natural? You mean it was constructed?",401
"Ops","DAX: It's very possible whoever made the Orbs also created this wormhole.",401
"Ops","O'BRIEN: The Cardassians are leaving their position on a course toward the Denorios Belt.",401
"Ops","KIRA: Mister O'Brien, what would it take to move this station to the mouth of the wormhole?",401
"Ops","O'BRIEN: This isn't a starship, Major. We've got six working thrusters to power us and that's it. A hundred sixty million kilometre trip would take two months.",401
"Ops","KIRA: It has to be there tomorrow.",401
"Ops","O'BRIEN: That's not possible, sir.",401
"Ops","KIRA: That wormhole might just reshape the future of this entire quadrant. The Bajorans have to stake a claim to it. And I have to admit that claim will be a lot stronger if there's a Federation presence to back it up.",401
"Ops","DAX: Couldn't you modify the subspace field output of the deflector generators just enough to create a low-level field around the station?",401
"Ops","O'BRIEN: So we could lower the inertial mass?",401
"Ops","DAX: If you can make the station lighter, those six thrusters will be all the power we'd need.",401
"Ops","O'BRIEN: This whole station could break apart like an egg if it doesn't work.",401
"Ops","DAX: Even if it does work, we're still going to need help from Starfleet once we get there.",401
"Ops","O'BRIEN: The Enterprise is still the nearest starship. They could reach us in two days.",401
"Ops","DAX: We should advise Starfleet that we will require their assistance.",401
"Ops","KIRA: You have Ops, Mister O'Brien. Lieutenant, you're with me.",401
"Ops","DAX: Aye, sir.",401
"Ops","KIRA: You too, Doc. Time to be a hero.",401
"Ops","BASHIR: Yes, sir. ",401
"Outer corridor","(You can see the stars through the windows)",401
"Outer corridor","KIRA: Constable.",401
"Outer corridor","ODO: This is a security matter. I'm in charge of security.",401
"Outer corridor","KIRA: Security here, on the station. I cannot justify taking you into this wormhole. We have no idea what we're dealing with in there. It could be hostile.",401
"Outer corridor","ODO: Major, I was found in the Denorios Belt. I don't know where I came from, no idea if there are any others like me. All my life, I've been forced to pass myself off as one of you, always wondering who I really am. Well, the answers to a lot of my questions may be somewhere on the other side of that wormhole. You coming?",401
"Outer corridor","(A runabout takes off.) ",401
"Observation lounge","PICARD: The creature must be destroyed before it destroys us. ",401
"Saratoga Bridge","LOCUTUS [on viewscreen]: It is malevolent. ",401
"Baseball field","BATSMAN: Aggressive. Adversarial. ",401
"Observation lounge","PICARD: It must be destroyed.",401
"Observation lounge","SISKO: I am not your enemy. I was sent here by the people you contacted.",401
"Observation lounge","PICARD: Contacted?",401
"Observation lounge","SISKO: With your devices, your Orbs.",401
"Observation lounge","PICARD: We seek contact with other lifeforms, not corporeal creatures who annihilate us.",401
"Observation lounge","SISKO: I have not come to annihilate anyone. ",401
"Saratoga Bridge","LOCUTUS [on viewscreen]: Destroy it now.",401
"Saratoga Bridge","SISKO: My species respects life above all else. Can you say the same? I do not understand the threat I bring to you, but I am not your enemy. Allow me to prove it. ",401
"Bajor Monastery ","OPAKA: Prove it?",401
"Bajor Monastery ","SISKO: It can be argued that a human is ultimately the sum of his experiences. ",401
"Fishing pond","JAKE: Experiences? What is this?",401
"Fishing pond","SISKO: Memories. Events from my past, like this one.",401
"Fishing pond","JAKE: Past?",401
"Fishing pond","SISKO: Things that happened before now. You have absolutely no idea what I'm talking about.",401
"Fishing pond","JAKE: What comes before now is no different than what is now, or what is to come. It is one's existence.",401
"Fishing pond","SISKO: Then, for you, there is no linear time. ",401
"Beach","JENNIFER: Linear time. what is this?",401
"Beach","SISKO: My species lives in one point in time. And once we move beyond that point, it becomes the past. The future, all that is still to come, does not exist yet for us.",401
"Beach","JENNIFER: Does not exist yet?",401
"Beach","SISKO: That is the nature of linear existence. And if you examine it more closely, you will see that you do not need to fear me. ",401
"Ops","(A big forcefield tries to go up around the station)",401
"Ops","COMPUTER: Partial field established. Instability at twelve percent.",401
"Ops","O'BRIEN: Partial field? Is station's inertial mass low enough to break orbit?",401
"Ops","COMPUTER: Procedure is not recommended.",401
"Ops","O'BRIEN: Damn it, I didn't ask for an opinion. Just tell me whether or not we can get enough thrust with only a partial field established.",401
"Ops","COMPUTER: Affirmative.",401
"Ops","O'BRIEN: All right. Thank you. Initiate transit mode, three-axis stabilisation.",401
"Ops","CREWMAN: Aye, sir.",401
"Ops","O'BRIEN: Engage thrusters.",401
"Ops","COMPUTER: Warning. Field integrity declining. Instability at twenty one percent.",401
"Ops","O'BRIEN: We've got to close that gap in the field or we'll tear ourselves into a million pieces.",401
"Ops","COMPUTER: Warning. Subspace field collapse in sixty seconds.",401
"Ops","O'BRIEN: Computer, transfer energy from the inertial dampers to reinforce the subspace field.",401
"Ops","COMPUTER: Procedure is not recommended.",401
"Ops","O'BRIEN: Damn it, transfer the energy!",401
"Ops","COMPUTER: Unable to comply. Level one safety protocols have cancelled request.",401
"Ops","O'BRIEN: Cancelled?",401
"Ops","COMPUTER: Warning. Subspace field collapse in thirty seconds.",401
"Ops","O'BRIEN: I'm going to transfer it manually. On my mark, redirect the flow to the deflectors. Keep the power balanced.",401
"Ops","CREWMAN: Aye, sir.",401
"Ops","COMPUTER: Field collapse in fifteen seconds.",401
"Ops","O'BRIEN: Now.",401
"Ops","COMPUTER: Field energy now within flight tolerances.",401
"Ops","CREWWOMAN: Good work, sir.",401
"Ops","O'BRIEN: Computer, you and I have to have a little talk. ",401
"Runabout Yangtze Kiang","DAX: The Cardassian warship is in visual range.",401
"Runabout Yangtze Kiang","KIRA: On screen. They're headed right to it.",401
"Runabout Yangtze Kiang","BASHIR: They've got to listen to reason, haven't they? When we warn them what could happen if they go in there.",401
"Runabout Yangtze Kiang","ODO: Doctor, most people in my experience wouldn't know reason if it walked up and shook their hand. You can count Gul Dukat among them.",401
"Runabout Yangtze Kiang","KIRA: This is the Federation ship Yangtze Kiang. Major Kira Nerys in command.",401
"Runabout Yangtze Kiang","DUKAT [on monitor]: Yes, Major?",401
"Runabout Yangtze Kiang","KIRA: Gul Dukat, we know you're headed for the wormhole.",401
"Runabout Yangtze Kiang","DUKAT [on monitor]: Wormhole? What wormhole is that?",401
"Runabout Yangtze Kiang","KIRA: I strongly suggest you do not proceed. We encountered a hostile lifeform inside.",401
"Runabout Yangtze Kiang","DUKAT [on monitor]: Perhaps they will be less hostile to Cardassians than to humans.",401
"Runabout Yangtze Kiang","ODO: Dukat, these people are trying to save you from a lot of trouble.",401
"Runabout Yangtze Kiang","DUKAT [on monitor]: Really? And I suppose you'd also tell me these are not the lifeforms that have sent the Orbs, or that your Commander Sisko is not negotiating for their technology. I thank you for your concern, but I think we'll see for ourselves.",401
"Runabout Yangtze Kiang","(Transmission ends)",401
"Runabout Yangtze Kiang","ODO: So much for reason. ",401
"Park","(Ben and Jennifer having a picnic)",401
"Park","JENNIFER: Jennifer.",401
"Park","SISKO: Yes, that was her name.",401
"Park","JENNIFER: She is part of your existence.",401
"Park","SISKO: She is part of my past. She's no longer alive.",401
"Park","JENNIFER: But she is part of your existence.",401
"Park","SISKO: She was a most important part of my existence, but I lost her some time ago.",401
"Park","JENNIFER: Lost? what is this?",401
"Park","SISKO: In a linear existence, we can't go back to the past to get something we left behind, so it's lost.",401
"Park","JENNIFER: It is inconceivable that any species could exist in such a manner. You are deceiving us.",401
"Park","SISKO: No, this is the truth. This day, this park, it was almost fifteen years ago. Far in the past. It was a day that was very important to me, a day that shaped every day that followed. That is the essence of a linear existence. Each day affects the next.",401
"Park","(we look over to what actually happened that day)",401
"Park","SISKO 2: Listen to it.",401
"Park","JENNIFER 2: To what?",401
"Park","SISKO 2: The sound of children playing. What could be more beautiful?",401
"Park","JENNIFER 2: So you like children?",401
"Park","SISKO 2: That almost sounds like a domestic inquiry.",401
"Park","JENNIFER 2: I've heard Starfleet officers don't want families because they complicate their lives.",401
"Park","SISKO 2: Starfleet officers don't often find mates who want to raise families on a starship.",401
"Park","JENNIFER 2: That almost sounds like a domestic inquiry.",401
"Park","SISKO 2: I think it was.",401
"Park","(They kiss. The alien Jennifer tries kissing her fingers to find out what is going on.)",401
"Park","SISKO: As corporeal entities, humans find physical touch to cause pleasure.",401
"Park","JENNIFER: Pleasure? What is this?",401
"Park","SISKO: Good feelings, happiness ",401
"Saratoga corridor","TACTICAL: But this is your existence.",401
"Saratoga corridor","SISKO: But it's difficult to be here, more difficult than any other memory.",401
"Saratoga corridor","TACTICAL: Why?",401
"Saratoga corridor","SISKO: Because, because this was the day that I lost Jennifer. I don't want to be here.",401
"Saratoga corridor","JENNIFER: Then why do you exist here?",401
"Saratoga corridor","SISKO: I don't understand.",401
"Saratoga corridor","JENNIFER: You exist here. ",401
"Limbo","SISKO: What's wrong? What's happening?",401
"Limbo","(Dukat's ship passes through the wormhole into the Gamma quadrant) ",401
"Runabout","DAX: We should be reaching the wormhole coordinates in two minutes.",401
"Runabout","KIRA: Slowing to one-third imp",401
"Runabout","(The wormhole opens and shuts again.) ",401
"Limbo","SISKO: Are you still there? What just happened? ",401
"Beach","JENNIFER: More of your kind.",401
"Beach","SISKO: Another ship in the wormhole?",401
"Beach","JENNIFER: Wormhole? What is this?",401
"Beach","SISKO: It is how we describe the kind of passage that brought me here. ",401
"Observation lounge","PICARD: It is terminated.",401
"Observation lounge","SISKO: Terminated?",401
"Observation lounge","PICARD ALIEN: Our existence is disrupted whenever one of you enters the passage. ",401
"Saratoga Bridge","CONN OFFICER: Your linear nature is inherently destructive.",401
"Saratoga Bridge","OPS OFFICER: You have no regard for the consequences of your acts.",401
"Saratoga Bridge","SISKO: That's not true. We're aware that every choice we make has a consequence.",401
"Saratoga Bridge","CAPTAIN: But you claim you do not know what it will be.",401
"Saratoga Bridge","SISKO: We don't. ",401
"Fishing pond","JAKE: Then how can you take responsibility for your actions?",401
"Fishing pond","SISKO: We use past experience to help guide us. For Jennifer and me, all the experiences in our lives prepared us for the day we met on the beach, helped us recognize that we had a future together. When we married, we accepted all the consequences of that act, whatever they might be, including the consequences of you.",401
"Fishing pond","JAKE: Me?",401
"Fishing pond","SISKO: My son, Jake. ",401
"Sickbay","JENNIFER: The child with Jennifer.",401
"Sickbay","SISKO: Yes.",401
"Sickbay","JENNIFER: Linear procreation?",401
"Sickbay","SISKO: Yes. Jake is the continuation of our family.",401
"Sickbay","JENNIFER: The sound of children playing. ",401
"Baseball field","BATSMAN: Aggressive. Adversarial.  SISKO: Competition. For fun. It's a game that Jake and I play on the holodeck. It's called baseball.",401
"Baseball field","JAKE: Baseball? What is this?",401
"Baseball field","SISKO: I was afraid you'd ask that. I throw this ball to you and this other player stands between us with a bat, a stick, and he, and he tries to hit the ball in between these two white lines. No. The rules aren't important. What's important is, it's linear. Every time I throw this ball, a hundred different things can happen in a game. He might swing and miss, he might hit it. The point is, you never know. You try to anticipate, set a strategy for all the possibilities as best you can, but in the end it comes down to throwing one pitch after another and seeing what happens. With each new consequence, the game begins to take shape.",401
"Baseball field","BATSMAN: And you have no idea what that shape is until it is completed.",401
"Baseball field","SISKO: That's right. In fact, the game wouldn't be worth playing if we knew what was going to happen.",401
"Baseball field","JAKE: You value your ignorance of what is to come?",401
"Baseball field","SISKO: That may be the most important thing to understand about humans. It is the unknown that defines our existence. We are constantly searching, not just for answers to our questions, but for new questions. We are explorers. We explore our lives, day by day, and we explore the galaxy, trying to expand the boundaries of our knowledge. And that is why I am here. Not to conquer you either with weapons or with ideas, but to co-exist and learn. ",401
"Saratoga - Sisko's quarters","(Leaning over Jennifer's body.)  TACTICAL: If all you say is true, why do you exist here? ",401
"Saratoga - Sisko's quarters","First Officer's log, supplemental. We've rendezvoused with the space station at the former coordinates of the wormhole. Unfortunately, our scans have revealed no trace of either the wormhole or Dukat's ship. A few minutes ago, three Cardassian warships crossed the border, no doubt on their way to search for Dukat. ",401
"Ops","(Three warships are heading in)",401
"Ops","KIRA: Mister O'Brien, can you establish a high energy thoron field before they get into sensor range. I don't want them to be able to scan our defence systems.",401
"Ops","O'BRIEN: Aye, sir.",401
"Ops","DAX: They're hailing us.",401
"Ops","JASAD [on viewscreen]: I am Gul Jasad of the Cardassian Guard, Seventh Order. Where is our warship?",401
"Ops","KIRA: With any luck, they're in the Gamma Quadrant, on the other side of the wormhole.",401
"Ops","JASAD [on viewscreen]: What wormhole? Our sensors show no indication of a wormhole in this sector.",401
"Ops","KIRA: That's because it just collapsed.",401
"Ops","JASAD [on viewscreen]: What?",401
"Ops","DAX: We believe it was artificially created. That may be why our sensors never picked up any of the usual quantum fluctuation patterns.",401
"Ops","JASAD [on viewscreen]: You expect me to believe that someone created a wormhole, and now conveniently has disassembled it?",401
"Ops","KIRA: That's exactly what I expect you to believe.",401
"Ops","(Transmission ends)",401
"Ops","DAX: They're flooding subspace with anti-lepton interference. It'll cut off our communications with Starfleet.",401
"Ops","O'BRIEN: They're powering up their forward phasers.",401
"Ops","KIRA: Red alert. Shields up.",401
"Ops","O'BRIEN: What shields?",401
"Ops","DAX: They're hailing us again.",401
"Ops","KIRA: Open the channel.",401
"Ops","JASAD [on viewscreen]: We do not accept your explanation. Somehow you have destroyed our warship.",401
"Ops","KIRA: Gul Jasad, I assure you.",401
"Ops","JASAD [on viewscreen]: We demand the unconditional surrender of this space station or we will open fire.",401
"Ops","KIRA: I need at least a day to make the necessary preparations.",401
"Ops","JASAD [on viewscreen]: You have one hour.",401
"Ops","(Transmission ends)",401
"Ops","O'BRIEN: I can transfer all available power to establish partial shields around critical areas, but if they hit the docking ring we'll sustain heavy damage.",401
"Ops","KIRA: Constable, if you would coordinate moving all personnel to safer locations.",401
"Ops","(Odo leaves)",401
"Ops","KIRA: What was the last reported position of the Enterprise?",401
"Ops","DAX: At least twenty hours away.",401
"Ops","KIRA: We've got to hold out till they get here.",401
"Ops","BASHIR: I can't believe the Cardassians would ever attack a Federation outpost.",401
"Ops","O'BRIEN: Doctor, you ever studied your military history of the border wars?",401
"Ops","BASHIR: Yes.",401
"Ops","O'BRIEN: You ever heard of the Setlik Three massacre?",401
"Ops","KIRA: I assume, Mister O'Brien, you would agree surrender is not a preferable option.",401
"Ops","O'BRIEN: You know what they do to their prisoners, sir. ",401
"Saratoga - Sisko's quarters","SISKO: What is the point of bringing me back again to this?",401
"Saratoga - Sisko's quarters","JAKE: We do not bring you here.",401
"Saratoga - Sisko's quarters","JENNIFER: You bring us here.",401
"Saratoga - Sisko's quarters","TACTICAL: You exist here.",401
"Saratoga - Sisko's quarters","SISKO: Then give me the power to lead you somewhere else. Anywhere else.",401
"Saratoga - Sisko's quarters","OPAKA: We cannot give you what you deny yourself. Look for solutions from within, Commander.",401
"Saratoga - Sisko's quarters","SISKO: I was ready to die with her.",401
"Saratoga - Sisko's quarters","TACTICAL: Die? What is this?",401
"Saratoga - Sisko's quarters","JENNIFER: The termination of their linear existence.",401
"Saratoga - Sisko's quarters","(and she puts her hand on his cheek)",401
"Saratoga - Sisko's quarters","TACTICAL: We've got to go now, sir.",401
"Saratoga - Sisko's quarters","SISKO 2: Damn it, we just can't leave her here. Oh, no!",401
"Saratoga - Sisko's quarters","SISKO: I never left this ship.",401
"Saratoga - Sisko's quarters","JENNIFER: You exist here.",401
"Saratoga - Sisko's quarters","SISKO: I exist here. I don't know if you can understand. I see her like this every time I close my eyes. In the darkness, in the blink of an eye, I see her like this.",401
"Saratoga - Sisko's quarters","JENNIFER: None of your past experiences helped prepare you for this consequence.",401
"Saratoga - Sisko's quarters","SISKO: And I have never figured out how to live without her.",401
"Saratoga - Sisko's quarters","JENNIFER: So you choose to exist here. It is not linear.",401
"Saratoga - Sisko's quarters","SISKO: No. It's not linear.",401
"Saratoga - Sisko's quarters","(and he finally starts to grieve properly) ",401
"Ops","DAX: Their lead ship is hailing us Gul Jasad wants an answer.",401
"Ops","KIRA: Are you ready, Mister O'Brien?",401
"Ops","O'BRIEN: Yes, sir. When they penetrate our thoron field, it should raise a few eyebrows over there.",401
"Ops","KIRA: All right, then, let's give them our answer. Fire six photon torpedoes across Jasad's bow.",401
"Ops","O'BRIEN: We only have six photons, Major.",401
"Ops","KIRA: We're not going to win this battle with torpedoes, Chief.",401
"Ops","O'BRIEN: Aye, sir.",401
"Ops","(Six torpedoes fly off)",401
"Ops","O'BRIEN: An urgent hail from Jasad.",401
"Ops","BASHIR: Looks like we got his attention.",401
"Ops","KIRA: On screen.",401
"Ops","JASAD [on viewscreen]: This is your answer?",401
"Ops","KIRA: You don't think Starfleet took command of this space station without the ability to defend it, do you?",401
"Ops","JASAD [on viewscreen]: Defend it? Your space station could not defend itself against one Cardassian warship.",401
"Ops","KIRA: You're probably right, Jasad. And if you were dealing with a Starfleet officer, they'd probably admit we have a hopeless cause here. But I am just a Bajoran who's been fighting a hopeless cause against the Cardassians all her life. So if you want a war, I'll give you one.",401
"Ops","(transmission ends)",401
"Ops","O'BRIEN: Major. Remind me never to get into a game of Roladan Wild Draw with you. ",401
"Cardassian Bridge","CARDASSIAN 3: They were using a Thoron field to block our sensors but we were able to penetrate it.",401
"Cardassian Bridge","JASAD: What are their defences?",401
"Cardassian Bridge","CARDASSIAN 3: According to our scans, an estimated five thousand photons, integrated phaser banks on all levels.",401
"Cardassian Bridge","JASAD: When did they receive these armaments? And how did they install them without our knowledge? Somehow they have created a massive illusion of duranium shadows.",401
"Cardassian Bridge","CARDASSIAN 3: What if it is not an illusion?",401
"Cardassian Bridge","JASAD: It is!",401
"Cardassian Bridge","CARDASSIAN 3: Why risk the confrontation? The Fourth Order can be here in a day.",401
"Cardassian Bridge","JASAD: So can Starfleet. ",401
"Ops","DAX: Their lead ship is sending out a subspace message asking for reinforcements.",401
"Ops","BASHIR: Yes!",401
"Ops","KIRA: Too soon for a victory celebration, Doctor. Mister O'Brien?",401
"Ops","O'BRIEN: The ships are being deployed into a standard attack formation, sir.",401
"Ops","KIRA: Battle stations.",401
"Ops","(The Cardassians open fire) ",401
"Promenade","(Civilians on the Promenade feel the blasts)",401
"Promenade","ODO: Quickly now, quickly now. Calmly. Calmly. Come along. ",401
"Ops","O'BRIEN: They may just be testing us. I could run a pulse compression wave through the phaser banks. Put out a blast that'll make them think twice.",401
"Ops","KIRA: Do it.",401
"Ops","(One ship is hit.)",401
"Ops","KIRA: Damage report.",401
"Ops","O'BRIEN: Direct hit, level fourteen. Empty storage bays. No casualties.",401
"Ops","DAX: Shields down to twenty-seven percent.",401
"Ops","(A big bang, damage and injuries on the Promenade)",401
"Ops","DAX: A fuel conduit has ruptured on the Promenade.",401
"Ops","KIRA: Can you divert the main power flow?",401
"Ops","O'BRIEN: Controls are locked.",401
"Ops","ODO [OC]: Odo to Ops.",401
"Ops","KIRA: Go ahead.",401
"Ops","ODO [OC]: I've got wounded people down here. ",401
"Promenade","ODO: Have you seen that doctor of yours anywhere? ",401
"Ops","BASHIR: I'm on my way.",401
"Ops","(Bashir leaves)",401
"Ops","O'BRIEN: I'm going to have to shut down the primary power flow or the whole Promenade will go up. Bloody Cardassians! I just got the damned thing fixed. ",401
"Promenade","(Bashir puts Odo's hand on a neck wound)",401
"Promenade","BASHIR: Press there, hard.",401
"Promenade","ODO: Look, Doctor, maybe I should find you someone",401
"Promenade","BASHIR: Hold it there. ",401
"Ops","O'BRIEN: That should do it for awhile.",401
"Ops","DAX: Shields are at eighteen percent and falling.",401
"Ops","O'BRIEN: I might still be able to give you one more phaser blast, Major.",401
"Ops","KIRA: No. Signal the lead Cardassian ship that we will proceed with",401
"Ops","DAX: Major, I'm reading a huge neutrino disturbance fifteen kilometres off the forward docking ring. It's the wormhole.",401
"Ops","KIRA: On screen.",401
"Ops","(WHOOSH)",401
"Ops","KIRA: Hail the lead ship. What did I tell you, Jasad? ",401
"Cardassian Bridge","KIRA [OC]: There's your wormhole!",401
"Cardassian Bridge","(A runabout is towing the Cardassian warship) ",401
"Ops","SISKO [OC]: Rio Grande to DS Nine.",401
"Ops","KIRA: On screen. Go ahead, Commander.",401
"Ops","SISKO [on viewscreen]: Sorry to be late. Our friend Gul Dukat had some problems on the other side of the wormhole. I see you've had a few of your own. KIRA: A few, Commander.",401
"Ops","SISKO [on viewscreen]: Gul Dukat is signalling his ships to disarm. Clear me for docking, Mister O'Brien.",401
"Ops","O'BRIEN: Aye, sir. Cleared for pad C. ",401
"Promenade","SISKO: Casualties?",401
"Promenade","BASHIR: Thirteen injured, Commander, and no fatalities.",401
"Promenade","SISKO: Jake!",401
"Promenade","JAKE: Dad!",401
"Promenade","(They hug) ",401
"Promenade","Station log, Commander Benjamin Sisko, stardate 46393.1. The lifeforms who created the wormhole have agreed to allow safe passage for all ships traveling to the Gamma Quadrant. With the arrival of the Enterprise, the Cardassians have left the area. ",401
"Commander's office","PICARD: I suspect that the sight of their warship being towed back by a Starfleet runabout took the heart out of their fight.",401
"Commander's office","SISKO: We're not done with the Cardassians yet, not with the strategic importance of that wormhole.",401
"Commander's office","PICARD: Well, you've put Bajor on the map, Commander. This will shortly become a leading centre of commerce and scientific exploration. And for Starfleet, one of our most important posts.",401
"Commander's office","SISKO: Captain, regarding our conversation about someone to replace me.",401
"Commander's office","PICARD: Yes, I'm sorry I haven't had time yet to communicate that to Command.",401
"Commander's office","SISKO: I would prefer you ignore it, sir.",401
"Commander's office","PICARD: I'm not sure that I can. Are you certain that's what you want, because we cannot afford to have an officer who's",401
"Commander's office","SISKO: I'm certain, sir.",401
"Commander's office","(They shake hands.)",401
"Commander's office","PICARD: Good luck, Mister Sisko. ",401
"Promenade","BASHIR: (walking along with Odo) So, where can someone practice with his phaser around here?",401
"Promenade","(leaving Quarks)",401
"Promenade","QUARK: New rules?",401
"Promenade","KIRA: You're can't cheat every customer who walks through the door anymore, Quark. You are a community leader now.",401
"Promenade","QUARK: Very well, very well. Perhaps we could discuss these new rules over a drink.",401
"Promenade","KIRA: If you don't take that hand off my hip, you'll never be able to raise a glass with it again.",401
"Promenade","QUARK: Oh, I love a woman in uniform.",401
