"scenename","scenecontent","ep_number"
"Promenade","(Odo comes out)",403
"Promenade","MALE: He's a murderer. We want justice.",403
"Promenade","SISKO: Do you? Justice? Really? Is it justice you're after or just some way to express your anger, your fear. Look at yourselves! In an hour, you'll regret what you've tried to do here. Do not condemn this man because he is different than you are.",403
"Promenade","ZAYRA: We condemn him because of the evidence.",403
"Promenade","SISKO: Then take that evidence to a court of law. There will be no justice served here today.",403
"Promenade","BASHIR: Commander! Commander Sisko. I believe we have some new evidence to consider. The man who was murdered was not Ibudan.",403
"Promenade","ODO: What?",403
"Promenade","BASHIR: Come with me.",403
"Promenade","O'BRIEN: All right. break it up now.",403
"Promenade","KIRA: Move on, people. Let's clear the area.",403
"Promenade","SECURITY: You heard what she said. Come on, back to your quarters. Quickly, move. ",403
"Infirmary","BASHIR: A clone. That's what Ibudan was working on. Creating a clone of himself.",403
"Infirmary","ODO: And then he killed the clone to frame me for his murder.",403
"Infirmary","SISKO: How can we be sure the victim was a clone?",403
"Infirmary","DAX: A clone has identical DNA to that of the donor, but certain cloning methods cause a characteristic gene-sequence degradation which can be detected.",403
"Infirmary","BASHIR: if you know to look for it. We've matched the victim's gene-sequence with the fellow in the jar here. They're definitely both clones.",403
"Infirmary","ODO: What happens to this one?",403
"Infirmary","BASHIR: In about two days, he becomes a living, breathing member of Bajoran society.",403
"Infirmary","ODO: Let's hope he doesn't follow in his donor's footsteps.",403
"Infirmary","SISKO: What about Ibudan?",403
"Infirmary","ODO: I have an idea where to find him. ",403
"Shipboard quarters","(The bearded man in the hooded cloak enters)",403
"Shipboard quarters","LAMONAY: Computer, lights.",403
"Shipboard quarters","(A chair morphs into Odo.)",403
"Shipboard quarters","LAMONAY: Who are you? How did you get in here?",403
"Shipboard quarters","ODO: Oh, I think you know.",403
"Shipboard quarters","LAMONAY: I warn you, I'll call ship's security.",403
"Shipboard quarters","ODO: Do that. I have some interesting questions to ask them. For example, I'm especially curious to know how the name Lamonay S came to appear on this ship's passenger list yesterday.",403
"Shipboard quarters","LAMONAY: That is my name, and I arranged for transport on this vessel. What should that be so strange?",403
"Shipboard quarters","ODO: You did not arrive on this ship.",403
"Shipboard quarters","LAMONAY: No.",403
"Shipboard quarters","ODO: Well, just what ship did you arrive on, Mister Lamonay S? I can't find any record of your arrival on any vessel that has docked here in the last three weeks.",403
"Shipboard quarters","LAMONAY: I assure you, you are in error.",403
"Shipboard quarters","ODO: In fact I think you did arrive on this ship, and that you spent the last few years in prison among Bajoran dissidents, one of whom I've learned was a scientist who was arrested by the Cardassians for conducting experimental research into tri-phasic cloning.",403
"Shipboard quarters","(Odo stops Lamonay leaving and pulls off a mask to reveal Ibudan)",403
"Shipboard quarters","ODO: Killing your own clone is still murder. ",403
"Shipboard quarters","Commander's log, stardate 46421.5. Ibudan has been turned over to the Bajoran authorities just hours after his clone gained consciousness and began a new life. The perpetrators of the mob violence have retreated into their own business. To my knowledge, Odo has received no apologies. Meanwhile, life on the station has begun to return to normal. ",403
"Schoolroom","KEIKO: Computer what time is it?",403
"Schoolroom","COMPUTER: Oh nine oh seven hours.",403
"Schoolroom","(Sisko arrives with Jake.)",403
"Schoolroom","KEIKO: I guess you were right. It isn't going to be easy.",403
"Schoolroom","SISKO: Maybe it's just going to take a little time to",403
"Schoolroom","ROM: Sit down! Not next to that human boy. I don't want you to have anything to do with him.",403
"Schoolroom","(Nog sits as far away as possible.)",403
"Schoolroom","ROM: We'll try it for a few weeks.",403
"Schoolroom","(Rom leaves, and a couple of little Bajoran children arrive.)",403
"Schoolroom","KEIKO: Please, come in. Take any seat. Try to be on time from now on. My name is Keiko O'Brien, I'll be your teacher. Why don't we turn on our computers and access the files on Bajor to find out a little bit more about the people and history of this world? ",403
"Schoolroom"," [Schoolroom] ",403
